id,votante,alpha,dim_lat1,dim_lat2
427,Almerinda de Carvalho,0.04411774,0.6705607,-0.17211623
428,Aloysio Nunes Ferreira,0.009230398,1.3229883,-1.7423803
429,André de Paula,0.003594754,0.5818192,-0.78100353
430,Aracely de Paula,-0.0025753032,-1.6681881,-0.40042928
431,Aroldo Cedraz,0.0127628185,0.82508075,-1.4871665
432,Ary José Vanazzi,-4.4961707e-06,-1.0954763,0.015684465
433,Badu Picanço,-0.0024180347,-2.2030957,-0.16478401
434,Beto Albuquerque,-0.010306128,-2.1750581,0.10784878
435,Carlos Alberto Rosado,-0.11537236,-0.8502344,0.26869315
436,Carlos Eduardo Cadoca,-0.05232022,-0.6716604,-1.91929
437,Celso Russomanno,-0.11073464,-1.2982118,-1.4972478
438,Claudio Cajado,0.00559335,0.062838405,-3.8126123
439,Clóvis Queiroz,0.00015841913,-2.926181e-07,6.542614e-06
440,Coriolano Sales,0.113487214,-0.004171893,0.96151066
441,Cornélio Ribeiro,6.453217e-05,-3.1357427e-05,-4.8711554e-06
442,Crescêncio Pereira Jr.,7.3424126e-05,-1.214627e-06,1.2255687e-06
443,Dr. Evilásio,-0.0072036255,-2.347834,1.7138668
444,Eduardo Jorge,-0.00017546251,-1.4421016e-05,-3.7782873e-05
445,Eni Voltolini,-3.723648e-05,-0.13946925,-0.007289222
446,Enivaldo Ribeiro,-0.00030024885,-1.4859991,-1.2576787
447,Fátima Pelaes,0.18609495,-3.5954158,-2.5563667
448,Francisco Dornelles,-0.007455777,-1.0765834,-1.2888211
449,Francisco Silva,0.0001761153,-0.017923258,-0.011950541
450,Gervásio Silva,-0.0024771586,-0.18911569,-1.4783673
451,Gonzaga Patriota,-0.0040326756,-0.67124826,0.9638876
452,Guilherme  Melo,-0.0001223719,-9.201333e-05,2.184312e-05
453,Jandira Feghali,-0.022543008,-1.7039738,0.8290925
454,João Paulo Cunha,0.007260829,-2.8316393,1.2738605
455,João Ribeiro,-0.00014289303,1.4058809e-05,-2.412808e-05
456,Jofran Frejat,0.003622982,-0.3720719,-1.9749993
457,Jonival Lucas Junior,-0.0031347473,-2.1580474,-1.3865621
458,José Carlos Aleluia,0.02848575,1.5256199,-2.2992134
459,José Melo,-0.00011584536,-0.019647127,-0.01721487
460,José Múcio Monteiro,0.00043600728,-5.1653085,0.0056041963
461,Leur Lomanto,3.0771094e-05,-0.0154004125,-0.29415515
462,Lino Rossi,0.00033499603,-0.31255263,-0.269901
463,Luis Carlos Heinze,0.0652234,1.2922233,-0.454265
464,Marcelo Castro,0.0020395394,-1.7532187,0.31153002
465,Marcondes Gadelha,-0.063228436,-0.25797895,-1.0566014
466,Marcos Afonso,-7.5291704e-05,-0.026300501,-0.3360584
467,Maria Abadia,5.374662e-05,-0.012112329,-0.0072101797
468,Múcio Sá,4.302225e-05,-4.679974,-1.3384956
469,Nelson Marquezelli,-0.11197879,-2.50642,-2.1571536
470,Nilton Capixaba,0.14226013,-2.5351856,-2.2290266
471,Osvaldo Coelho,-0.004108228,-0.6855346,0.028971925
472,Osvaldo Reis,0.0054744408,-3.012315,-2.664312
473,Pastor Amarildo,-0.0045126593,-2.3072968,2.1170566
474,Paulo Gouvêa,8.481703e-05,-0.042769298,-1.2887535
475,Paulo Kobayashi,-0.0023509744,0.42677313,-4.2518687
476,Paulo Octávio,2.0931002e-06,0.014350219,0.42827305
477,Pedro Chaves,-0.08178329,-4.312102,-2.6561723
478,Ricardo Fiuza,-6.7101064e-05,-2.2922735,-0.5940494
479,Roberto Brant,0.0010191543,0.9858865,-1.8996239
480,Roberto Jefferson,3.0386596e-05,-4.703896,-0.4861749
481,Roberto John,0.0002458071,0.0001992092,9.538717e-05
482,Sebastião Madeira,0.0078046094,0.93345124,-3.2800357
483,Sérgio Barros,2.1119195e-05,1.0440464e-05,-1.6560155
484,Silas Brasileiro,0.006851387,-3.0639307,-2.4260342
485,Tadeu Filippelli,0.1134954,-2.1154444,-0.91534716
486,Tarcísio Zimmermann,-0.00034173107,0.067701496,0.33720282
487,Wellington Fagundes,0.4229863,-1.9863777,-1.0747908
488,Zila Bezerra,0.00018698446,2.577929e-06,-4.128885e-06
489,Alcione Athayde,-3.5853594e-05,0.80400276,1.0643728
490,Aloizio Mercadante,-2.5306665e-05,-0.064360306,-0.39970025
491,Antonio Feijão,0.007010481,1.6144463,-4.2181487
492,Augusto Franco,2.894505e-05,-0.58348715,0.89268553
493,Ciro Nogueira,-0.0008133002,-1.419492,-1.2272382
494,Cleonâncio Fonseca,-0.0057251616,-0.6435583,-0.6533686
495,Clovis Ilgenfritz,1.2029399e-05,-0.09477344,-0.44226518
496,Eliseu Resende,-0.00023868014,2.0819666,-3.8377163
497,Feu Rosa,-0.017517263,-0.850125,0.2668664
498,Francisco Rodrigues,0.0008783176,-0.50444824,-1.6065947
499,Genésio Bernardino,6.9349306e-05,-4.901051e-05,1.5085301e-05
500,Haroldo Bezerra,-0.00014894313,3.6662518e-06,-0.7191476
501,Heráclito Fortes,-0.083402656,1.257714,-2.7075086
502,Herculano Anghinetti,0.00011408999,-3.988251,0.35975108
503,Iris Simões,0.001096182,-4.632976,-0.112982325
504,João Carlos Bacelar,0.02575403,-0.6284283,0.95990354
505,José Aníbal,0.0054620444,0.77154016,-2.946719
506,José de Abreu,-0.0002617599,0.7609008,1.0220492
507,Lamartine Posella,-1.8944798e-05,0.7765433,1.045067
508,Maria Lúcia Cardoso,-0.0088545745,-0.11839455,0.7667854
509,Michel Temer,0.0022577625,-0.8212954,-0.6904006
510,Oliveira Filho,0.007140047,-3.4515703,-0.080708966
511,Oscar Andrade,-3.089564e-05,1.6945676e-05,1.2736511
512,Osmânio Pereira,0.00077355903,-4.6813583,-0.30108708
513,Paulo Lima,0.0011731606,-1.1367631,0.26151922
514,Paulo Mourão,-0.00020955931,2.1430864e-05,9.907348e-06
515,Pedro Bittencourt,-4.778107e-06,1.2988103e-06,-0.44336495
516,Pedro Canedo,0.0011647444,-0.6889303,-0.0109266685
517,Pedro Pedrossian,-8.316686e-05,1.2645478e-05,-0.8737189
518,Rafael Greca,1.1543914e-05,6.433308e-06,-1.1582348e-05
519,Ricardo Rique,4.4148575e-05,-6.2230983,0.5995998
520,Roberto Balestra,0.0022782274,0.990215,-1.0948817
521,Roland Lavigne,-0.0016522193,-0.02615163,-1.1395102
522,Salomão Gurgel,8.159231e-05,0.84113425,1.0934739
523,Sérgio Carvalho,-0.000110536894,-0.0023943381,-0.0051450403
524,Valdemar Costa Neto,0.47861776,-2.0107267,0.68172157
525,Wagner Salustiano,0.00012111103,-0.006460149,-0.010408608
526,Wigberto Tartuce,2.4114304e-05,-4.5739553e-06,-0.9715175
527,Zezé Perrella,-2.5963458e-05,1.9065148e-05,5.455955e-06
528,Zulaiê Cobra,-0.000119472315,0.42448872,-2.7061481
529,Efraim Morais,-0.00031370987,-9.8146265e-06,-0.40569156
530,Gerson Gabrielli,-0.017730808,0.31283173,-0.6328002
531,José Thomaz Nonô,-2.5550617e-06,2.228738,-1.4591733
532,Zé Gomes da Rocha,-3.2855995e-05,-2.6482374e-05,-0.20990305
533,Arthur Virgílio,-0.00010009216,-0.0242786,-0.021505933
534,Ben-Hur Ferreira,-0.00012040213,-4.4258984e-05,-0.00012722256
535,Bonifácio de Andrada,-0.109238304,0.5878054,-2.8053534
536,Darci Coelho,-0.0058948775,-1.7692782,2.5951216
537,Eraldo Tinoco,-0.00023594151,4.8344723e-06,-1.1963995e-05
538,Gessivaldo Isaias,-1.3997411e-05,-0.6004296,-0.2736052
539,Leodegar Tiscoski,-0.0071911067,-0.84436494,0.103081726
540,Mussa Demes,-0.010804299,1.964752,-3.5108376
541,Nilson Pinto,0.15026444,-0.16694704,-0.8386333
542,Nilton Baiano,-0.0038841604,1.0486244,1.2676135
543,Pimenta da Veiga,-0.00018023499,-0.015239615,-0.00760668
544,Yvonilton Gonçalves,0.0004470302,1.703902e-05,-4.52542e-06
545,Adelor Vieira,-0.06451713,-0.791976,1.8616368
546,Alice Portugal,-0.07014243,-1.2204956,0.7775991
547,Almir Moura,-4.3402462e-05,-1.6324502,1.1232147
548,Álvaro Dias,-0.017210972,1.3729786,-1.9910154
549,Amauri Gasques,-0.0029547787,-1.2896597,0.28680906
550,André Luiz,-1.317133e-05,-0.29244998,0.6597314
551,André Zacharow,0.00804904,-1.7958463,-1.3070151
552,Ann Pontes,2.0436473e-06,-3.0624812,-0.5623847
553,Anselmo de Jesus,-0.00892235,-0.47629976,-0.8908428
554,Antonio Cambraia,0.0065224576,0.67980343,-4.0073895
555,Antônio Carlos Biffi,-0.007552187,-1.0816057,0.7493334
556,Antonio Carlos Biscaia,-0.0096306605,-0.97119886,1.8087821
557,Antonio Carlos Magalhães Neto,0.020807533,1.7503719,-3.916188
558,Antonio Nogueira,-0.00036544027,-2.7902892,-0.014727809
559,Ariosto Holanda,0.013897718,-2.5764205,1.6414089
560,Assis Miguel do Couto,0.264436,-3.6384213,1.857261
561,Athos Avelino,-0.00075347134,-2.1951976,-1.0494897
562,Benedito de Lira,0.01324534,-1.4259428,-0.4266924
563,Benjamin Maranhão,-0.19715832,0.5094686,-1.4214652
564,Bernardo Ariston,0.0195679,0.2468504,0.22862762
565,Bismarck Maia,0.00081389956,1.3057503,-6.116903
566,Bosco Costa,-0.055568196,-0.44319883,0.10236244
567,Carlos Abicalil,-0.001309844,-4.480941,1.5811839
568,Carlos Alberto Leréia,-0.0050945627,0.13856484,-2.7827747
569,Carlos Melles,0.12593693,0.50357515,-3.2125354
570,Carlos Mota,0.0010469068,-0.62559193,-0.09548631
571,Carlos Sampaio,0.1904592,-0.36384395,0.11441599
572,Carlos Souza,0.05081432,-0.60930115,-1.4019357
573,Carlos Willian,0.047065154,-2.5777261,-1.7135154
574,Cezar Silvestri,0.1485173,-0.4026956,-1.6202898
575,Cláudio Magrão,-0.0022735752,-0.5397129,-2.0150402
576,Clóvis Fecury,-0.35315633,-0.17557159,-2.320789
577,Colbert Martins,-0.008035878,-0.2628816,0.0141999815
578,Colombo,-2.6915732e-05,-2.6728096,0.35340032
579,Coronel Alves,-0.011333194,-3.7186573,-1.205837
580,Daniel Almeida,0.17076348,-1.6361327,0.8116659
581,Davi Alcolumbre,-0.002148784,1.5373739,-3.3598232
582,Devanir Ribeiro,-0.16520138,-1.3052657,-0.15757705
583,Dimas Ramalho,1.9179199e-05,-0.34999418,-1.0272096
584,Dr. Francisco Gonçalves,-0.017099217,-0.32015255,-0.83624583
585,Dr. Pinotti,-0.00841198,0.23143382,-2.959998
586,Dr. Ribamar Alves,-0.002848129,-3.3547995,0.5883168
587,Dr. Rodolfo Pereira,-5.6979523e-05,0.6574468,-1.6750064
588,Dra. Clair,0.009699154,2.7373962,-2.2894354
589,Durval Orlato,-0.00028270727,-2.3481977,-0.5988642
590,Edna Macedo,-0.001856632,-0.25634667,-0.68755895
591,Edson Duarte,0.0011923495,-0.2482638,-0.8459506
592,Edson Ezequiel,0.0045443987,-0.99756074,-0.5231446
593,Eduardo Cunha,0.08974342,0.19791159,0.19108845
594,Eduardo Gomes,0.0020879214,0.877627,-4.3719077
595,Eduardo Paes,-0.0036357157,0.8837435,-2.1595454
596,Eduardo Sciarra,-0.0072870892,0.17927934,-2.6542032
597,Eduardo Valverde,-0.009359392,-0.85129684,0.976519
598,Elaine Costa,0.0016478319,-3.0741832,-0.94058657
599,Elimar Máximo Damasceno,0.020293271,-0.26468992,-1.2003764
600,Eliseu Padilha,0.003254026,0.49208385,0.8465321
601,Enéas,-0.0053679547,-0.19235276,-1.5251924
602,Enio Tatico,-0.00031133406,-2.460516,1.4065393
603,Érico Ribeiro,0.008940999,-0.18289952,-0.5021191
604,Fábio Souto,-0.012777973,0.97211343,-1.9664974
605,Fátima Bezerra,-0.00040941456,-0.13252233,0.49174774
606,Fernando de Fabinho,-0.002139953,1.2122886,-2.6393898
607,Francisco Appio,0.0064283707,0.14719743,0.052424442
608,Francisco Turra,-0.017825985,0.89770496,-0.013953837
609,Geraldo Resende,-0.020105677,-0.894792,-1.3490536
610,Geraldo Thadeu,0.02684318,-0.39224496,-1.8351215
611,Giacobo,-0.008221355,-2.4233873,-3.0997384
612,Gilberto Nascimento,0.09014223,0.624804,-1.3968147
613,Gonzaga Mota,-0.0055042184,1.7725853,-2.7968345
614,Guilherme Menezes,-0.021966772,-0.73912185,-1.6996245
615,Hamilton Casara,-0.0019380637,-0.3594255,-3.6471298
616,Heleno Silva,0.011280095,-1.2778742,-2.039861
617,Hélio Esteves,3.1646687e-06,-0.48927772,0.4914682
618,Henrique Afonso,-0.0071703275,0.35549334,-0.7743217
619,Homero Barreto,0.011480269,-3.114011,0.16271819
620,Humberto Michiles,0.0029767945,-3.762541,-0.2491759
621,Ildeu Araujo,0.02327755,-1.6879557,1.1058518
622,Iriny Lopes,0.003927251,-0.73365074,0.9550887
623,Isaías Silvestre,-0.008036411,-1.3547819,0.059188932
624,Ivo José,0.0013033473,-0.7792498,0.8465571
625,Jackson Barreto,-0.012899546,-2.7556996,0.117721885
626,Jader Barbalho,0.006632916,-1.4801975,0.0011832742
627,Jamil Murad,-0.00884742,-1.7894324,0.98965585
628,Janete Capiberibe,-0.020952787,0.14222708,2.5560586
629,Jefferson Campos,-0.047534492,-0.2783142,-1.6488327
630,João Batista,-0.052534554,-0.58495545,-1.04976
631,João Campos,0.0037968094,0.6182466,-1.0872768
632,João Correia,0.002017938,2.430721,1.4357674
633,João Fontes,-0.14865915,2.3853064,-1.2810874
634,João Mendes de Jesus,-1.088269e-05,-8.297693,0.5747646
635,João Paulo Gomes da Silva,-0.0042312667,-2.5692751,-0.45946637
636,Jorge Boeira,0.17441976,-0.24897557,3.1415002
637,José Carlos Araújo,-0.18520606,-1.3040406,-2.9357166
638,José Carlos Machado,0.01502623,0.5865786,-4.0003023
639,José Divino,0.022688815,0.50241727,0.06813902
640,José Eduardo Cardozo,0.0062010363,0.30894852,-0.046294317
641,José Ivo Sartori,-0.005551892,0.74979866,1.2504238
642,José Mentor,0.0030505245,-3.5367951,1.185494
643,José Rajão,-0.009495117,0.25375235,-0.118645996
644,José Roberto Arruda,0.016855644,0.87711304,-2.9799151
645,José Santana de Vasconcellos,-0.04107121,-2.3417206,-1.5206654
646,Josias Gomes,-0.016259791,-2.071998,0.8348522
647,Josias Quintal,-0.4923868,-0.8667892,-0.5955164
648,Jovino Cândido,0.037172858,2.3357253,-1.1636376
649,Júlio Cesar,0.057986923,-1.5106423,-1.9438252
650,Júlio Delgado,-0.0058985646,-0.040248226,1.2418514
651,Julio Lopes,-0.006983992,-0.7179593,-1.8020992
652,Kelly Moraes,-0.021108262,-2.5929477,-0.0017156253
653,Leandro Vilela,-0.005118716,-5.315412,-1.542565
654,Leonardo Mattos,0.011147788,0.59567404,-0.44111684
655,Leonardo Monteiro,0.19829687,-1.489503,1.0090548
656,Leonardo Picciani,0.002782355,-0.6593805,-0.6818966
657,Leonardo Vilela,-0.04609937,0.9506713,-1.0843117
658,Leônidas Cristino,0.019403202,-2.7187862,1.4863782
659,Lindbergh Farias,6.0624876e-05,-3.009597,-0.030641291
660,Lobbe Neto,-0.2916536,0.44190636,-1.164679
661,Luciana Genro,-0.4258363,1.3596628,-2.4560215
662,Luciano Leitoa,-0.00037131965,-4.094754,-2.4028919
663,Luiz Bassuma,0.0052140336,-0.53295773,-0.0021700042
664,Luiz Carlos Santos,0.031360157,0.35967028,-1.1737841
665,Luiz Carreira,0.024521999,1.4413073,-2.0950704
666,Luiz Couto,-0.06733698,-1.5302227,2.6464
667,Lupércio Ramos,-0.0057832845,-3.9755094,1.0680456
668,Carlos Manato,0.0424234,0.12554081,-0.8207296
669,Marcelino Fraga,6.214073e-05,-1.6558837,-2.3200884
670,Marcello Siqueira,0.00043496463,-2.8469386,2.5884926
671,Marcelo Guimarães Filho,-0.012939159,0.07506665,-0.22019906
672,Marcelo Ortiz,-0.0034457163,-0.8381128,-1.9572097
673,Marcos Abramo,-0.012269775,-0.8209082,-0.02380286
674,Maria do Rosário,-0.12002632,-2.0341074,1.2474356
675,Maria Helena,-0.011290162,-0.15585664,-0.63997066
676,Maria Lucia,-0.0075189,1.0139669,0.12793209
677,Mariângela Duarte,0.0002845688,-3.8518167,0.64031255
678,Mário Heringer,0.19187802,-0.28690037,0.35931373
679,Maurício Quintella Lessa,0.0235036,-1.3205485,-2.983031
680,Maurício Rabelo,-0.0048809987,-2.6240926,-0.42575982
681,Maurício Rands,-0.0010750688,-1.3431226,-1.1204488
682,Mendonça Prado,-0.002092001,0.7890716,-2.4414935
683,Miguel Arraes,-0.0001514579,-4.361031,-4.6490413e-06
684,Miguel de Souza,-0.00012537911,-3.4114802,-0.9282578
685,Milton Cardias,0.012043085,-3.9074893,0.1640821
686,Moraes Souza,5.058031e-05,-3.2104259,-1.8815701
687,Moreira Franco,0.0013148009,1.9743367,-0.6215895
688,Murilo Zauith,-0.00010329021,0.9452865,-2.4965212
689,Nazareno Fonteles,-0.0019973207,-0.86257654,2.1163397
690,Nelson Bornier,0.007468204,0.12208055,0.034220144
691,Neucimar Fraga,0.035927095,-0.997967,-1.8241102
692,Neyde Aparecida,-0.00023584015,-6.175108,-0.40588242
693,Odair Cunha,0.17683929,-2.0458906,1.2238768
694,Onyx Lorenzoni,0.050786983,0.89949065,-1.4871948
695,Pastor Francisco Olímpio,-0.010336944,-1.2941792,-0.7233456
696,Pastor Frankembergen,-0.004042657,-2.3871496,-1.2817369
697,Pastor Pedro Ribeiro,-0.0058885035,-0.40233046,0.57020205
698,Pastor Reinaldo,5.876986e-05,-2.939419,-0.21590795
699,Patrus Ananias,-0.011125671,-3.0149145,2.7635038
700,Paulo Afonso,-0.28821918,1.8203813,0.46140787
701,Paulo Bauer,0.0013796397,0.77590096,-2.0947473
702,Paulo Bernardo,3.8489896e-05,-4.098977,-7.192162e-05
703,Paulo Pimenta,0.015209624,-1.2153003,0.54599553
704,Perpétua Almeida,0.035664484,-0.20358449,-0.44099584
705,Professor Irapuan Teixeira,-0.018076802,-0.7146393,0.19676073
706,Professora Raquel Teixeira,0.0019968809,0.49812856,-1.6134119
707,Promotor Afonso Gil,-0.0010378271,1.911093,-1.7371706
708,Reginaldo Lopes,0.0042127906,-1.7462375,1.016227
709,Reinaldo Betão,0.003214434,-2.4126716,-1.2812278
710,Renato Casagrande,-2.3705306e-05,-8.827803,0.60786045
711,Renato Cozzolino,-0.0027064257,-1.5062099,-0.2887134
712,Renildo Calheiros,0.0045648403,-2.2064753,0.58472514
713,Robério Nunes,-0.0045375754,0.72417074,-1.2290016
714,Roberto Freire,0.012789369,0.31400985,-0.03674166
715,Roberto Gouveia,0.00016279373,-2.1667447,-1.0890508
716,Roberto Magalhães,0.004583139,1.1129137,-1.7057108
717,Rogério Lucio Silva,0.0033624424,-3.6589284,-0.46073893
718,Rogério Teófilo,-0.0008997978,-0.48209962,-0.26072457
719,Ronaldo Cezar Coelho,0.0007899017,1.51517,-1.281232
720,Ronaldo Dimas,-0.0019338775,0.7716782,-1.1022562
721,Ronivon Santiago,-0.00019372621,-4.8559093,0.014274224
722,Rubens Otoni,0.14793976,-4.3651013,2.8079407
723,Rubinelli,6.864949e-06,-4.511604,-0.6238692
724,Sandes Júnior,0.14568822,-1.153036,-0.097691625
725,Sandra Rosado,0.006120059,-0.8625139,-0.24887592
726,Sandro Mabel,-0.0029926728,-1.5889883,-1.0788201
727,Sandro Matos,0.01613322,-1.45833,-0.59437263
728,Sarney Filho,0.020027244,0.018541709,-0.13291964
729,Selma Schons,-0.015747596,-2.018089,1.2866323
730,Severiano Alves,0.007421236,0.7103493,-0.13227478
731,Sigmaringa Seixas,0.0032070295,-3.2847219,0.9962803
732,Suely Campos,-0.020168133,0.4417386,1.3000556
733,Takayama,-0.00033395534,-1.6675783,-0.90931946
734,Terezinha Fernandes,4.3583295e-05,-1.3840941,0.030464562
735,Thelma de Oliveira,-0.30571893,1.1050633,-3.9753873
736,Valdenor Guedes,8.5017375e-05,-2.4933913,-4.5201512e-05
737,Vander Loubet,-0.0029743246,0.42293358,-1.2323126
738,Vanderlei Assis,0.0020589377,-0.9043324,-1.2023563
739,Vicente Cascione,1.6495711e-05,-4.1337776,-0.0010459975
740,Vicentinho,0.21676983,-3.3449495,1.7243624
741,Vieira Reis,0.012808463,0.82095647,-1.0407803
742,Vignatti,-0.009169477,-0.56733143,-2.25789
743,Wagner Lago,-0.0064578517,0.7338806,-0.34235048
744,Walter Feldman,0.0023331973,0.34134763,-0.90312696
745,Washington Luiz,0.0010130891,-2.0918553,0.7384538
746,Wasny de Roure,-8.5981694e-05,-1.5978774,-0.5976559
747,Wellington Roberto,0.049603507,-1.4031961,-0.9820174
748,Wilson Santiago,0.015348681,-1.5702035,-2.3364768
749,Wladimir Costa,0.0069867233,-0.33377036,-0.8094675
750,Zé Geraldo,0.055279534,-2.0664995,-0.04991649
751,Zé Lima,0.00949413,-1.9148393,-1.1221865
752,Zelinda Novaes,0.0020553807,1.385762,-1.6836554
753,Zequinha Marinho,-0.05221959,-1.3790317,-0.77853537
754,Zezéu Ribeiro,-0.0032499228,-2.2449243,1.7973441
755,Zico Bronzeado,-3.7722704e-05,-1.9796284,-1.7048664
756,Zonta,0.00591824,-0.67288256,-0.7229561
757,César Medeiros,-3.895774e-06,-1.6681805,1.6384102
758,Deley,-0.003982694,-0.04540911,1.3794048
759,Ivan Ranzolin,-0.0070370734,-0.6466099,-0.26829287
760,João Lyra,0.008157099,-0.5316795,-1.1157275
761,Juíza Denise Frossard,-0.0030461508,0.17304695,-0.59565324
762,Júnior Betão,0.00057023007,-2.97612,-1.3077551
763,Lúcia Braga,7.379582e-06,-4.866835,-0.97143734
764,Nélio Dias,1.221747e-05,-1.2321663,0.5758241
765,Raul Jungmann,-0.014027003,0.8864653,0.94046235
766,Simplício Mário,-0.008273694,-1.3010926,1.6343058
767,Tatico,0.0018008354,-5.204797,-0.15437311
768,Zé Gerardo,0.0048659677,-3.1714463,-1.9426396
769,Chico Alencar,-0.16511212,1.6344432,-1.2563184
770,Fernando Lopes,-0.012052574,0.7964369,1.8093201
771,Ivan Valente,-0.03228929,1.1841503,-0.24415156
772,João Alfredo,0.001707718,1.4884899,-0.8925277
773,Maninha,-0.0034017763,0.35588196,-0.14472425
774,Paulo Rubem Santiago,-0.30678296,0.6809464,-0.22891815
775,Mauro Passos,-0.00089041475,0.9222945,-1.1570951
776,Francisca Trindade,-1.6286067e-06,-0.00012615249,1.496125e-05
777,Moisés Lipnik,-8.231237e-05,-4.0183128e-05,-5.901276e-05
778,Derval de Paiva,0.00021404121,-0.019762782,-0.000703727
779,Jurandir Boia,-0.014477373,-0.8542713,-1.5261089
780,Narciso Mendes,-8.7514956e-05,-3.0822057e-06,-1.3324526e-05
781,Paulo Rattes,-0.014372391,-2.2319758,-1.3743039
782,Gervásio Oliveira,0.0017164976,-0.9090388,-1.1813618
783,Gorete Pereira,-0.0033886295,-0.43846074,-1.2558262
784,Jorge Gomes,-0.017103808,-3.082291,0.63257354
785,Sérgio Caiado,0.0023529348,0.9231961,-1.405406
786,Zarattini,-4.1688472e-05,-4.5215445,-0.7386331
787,Anderson Adauto,-0.0004029232,0.21629885,1.235374
788,Amador Tut,1.1624772e-05,-1.2107016,-4.4351662e-05
789,Vadinho Baião,-1.2751216e-06,-4.1049156,-0.022276774
790,Ademir Camilo,0.10317551,0.76791304,0.05842769
791,Ana Guerra,-5.4363486e-06,-1.7343526,0.7239695
792,André Costa,-0.012327507,0.7725208,-0.36026582
793,André Figueiredo,0.062436044,-0.75917023,0.9775267
794,Antenor Naspolini,0.00043239814,1.1431837,-3.8235085
795,Edinho Montemor,-0.0095948335,-1.455931,-1.2976502
796,Jair de Oliveira,-0.0018932037,0.14703208,1.661672
797,Marco Maia,0.13825169,-2.3631377,0.39311388
798,Natan Donadon,0.30157754,-5.442384,-2.7665024
799,Thaís Barbosa,-0.01151309,-1.5340158,1.6020603
800,Walter Barelli,-0.0026172001,0.34373096,-1.3271127
801,Chicão Brígido,-0.0288614,-1.066696,-0.6731371
802,Capitão Wayne,-2.8104074e-05,0.44561687,-2.1789496
803,Vitorassi,-0.00031832058,-3.4195466,-1.545399
804,Jorge VI,-0.00014367935,0.014389016,1.8578655
805,Valdir Colatto,-0.17867589,0.74468815,-0.2589706
806,Ana Alencar,-0.0086312285,0.7024264,0.42154846
807,Alexandre Maia,-0.014039534,-2.6968994,-0.7211599
808,Fernando Estima,0.0002643175,-0.57645345,0.030798195
809,Afonso Hamm,0.02251323,0.13842556,-0.6586644
810,Claudio Rorato,-0.013213306,-0.6176158,-0.0077950074
811,Reinhold Stephanes,-0.008136657,0.24857873,-0.57198405
812,Ricardo Santos,0.014958214,-0.014425052,-0.538165
813,Fred Kohler,-0.0002744956,0.74306154,0.015805246
814,José Otávio Germano,0.009840117,0.08486715,-0.07565568
815,Vicente Chelotti,1.0704527e-05,0.9124904,-1.0914278
816,Francisco Escórcio,0.0013195416,-5.0763855,-1.8559397
817,Irineu Rodrigues,0.011039907,-0.50089264,-0.4110392
818,Ronaldo Cunha Lima,-8.498795e-06,1.1826555,-1.3392822
819,Cláudio Diaz,-0.053651113,0.007955667,-3.4893641
820,Albano Franco,0.0074560153,0.14187013,-3.4364736
821,Alceni Guerra,0.00596465,0.76314175,-1.5275232
822,Alexandre Silveira,0.017839162,-0.29297322,0.17370737
823,Alfredo Kaefer,-0.028678462,0.32789236,-1.6711482
824,Aline Corrêa,0.009322243,-4.3663206,-0.26190475
825,Ana Arraes,-0.054962482,-0.6713301,0.25180644
826,Andre Vargas,0.00927552,-1.015648,-1.0651706
827,Andreia Zito,-0.1848009,0.26933295,-1.746446
828,Angela Amin,0.04652017,0.07596271,-0.051491342
829,Angela Portela,0.000457719,-3.9723043,1.6548462
830,Angelo Vanhoni,-0.004845934,-0.39827165,0.11903184
831,Antônio Andrade,0.0027839956,-2.8558972,-1.0420974
832,Antonio Bulhões,-0.04921957,-1.6254625,-1.1654339
833,Antonio Palocci,0.00307595,-5.8783607,-0.20654401
834,Antônio Roberto,0.022341667,-0.57351094,0.3162392
835,Arnaldo Jardim,0.01889014,0.42763978,-0.5552003
836,Arnaldo Vianna,0.01634128,-0.47755042,-0.79894376
837,Augusto Carvalho,-0.009156529,0.7095691,0.95999205
838,Ayrton Xerez,-0.041437414,0.7461209,-1.9203355
839,Homero Barbosa Neto,-0.08595031,-0.073299855,-0.21833552
840,Bel Mesquita,0.017729474,-1.4627318,-1.1398007
841,Beto Faro,0.09831268,-5.1951146,3.2131054
842,Bilac Pinto,-0.0116797825,-1.9678344,-1.5049127
843,Bruno Araújo,0.008953436,1.1243031,-4.832132
844,Bruno Rodrigues,-0.014268081,0.71429235,-3.7097623
845,Cândido Vaccarezza,-0.02635048,-3.2945125,-0.5638604
846,Carlos Alberto Canuto,0.00951878,-1.2061281,-0.9269184
847,Carlos Brandão,-0.07262824,1.4664791,-2.2029767
848,Carlos Zarattini,0.066406325,-1.9455259,0.47291353
849,Celso Maldaner,-0.029582929,-1.4194589,-0.8040937
850,Chico Abreu,-0.0034626455,-1.4954075,-1.328828
851,Chico D'Angelo,-0.029211797,-3.1240578,2.0311072
852,Chico Lopes,0.0013770701,-0.19541706,0.47467944
853,Cida Diogo,0.0003015811,-0.8651312,0.30623692
854,Ciro Gomes,-0.0030655202,-0.27549323,0.33896524
855,Ciro Pedrosa,-0.12193777,-0.41643724,-0.8746406
856,Cleber Verde,0.005105976,-1.8664039,-1.6335083
857,Clodovil Hernandes,0.019326502,0.88405025,-1.1107161
858,Cristiano Matheus,0.0021399304,-0.9704524,-0.658055
859,Dagoberto Nogueira,0.21958925,-2.4527116,1.492438
860,Dalva Figueiredo,-0.019098544,-3.5990193,2.6384082
